symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,62777.0,1259244540611.0,-0.09717648937579672
ETH,Ethereum,1796.12,216801966077.0,0.9814556278594826
USDT,Tether,0.998828,184093236191.0,-0.02525393968288225
BNB,BNB,570.16,76826422379.0,0.2121933797943266
USDC,USDC,0.999853,72935690337.0,0.010597264950391616
XRP,XRP,1.071,66918554984.0,-0.5988165128843699
SOL,Solana,75.33,43867122076.0,-1.2456868193236097
TRX,TRON,0.325141,30843767794.0,-0.6302754490695379
FIGR_HELOC,Figure Heloc,1.033,20486672539.0,1.9051389235147513
HYPE,Hyperliquid,63.8,14193764603.0,-1.8286778752709052
