asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.6,3.6,,4734228470.0,DefiLlama API
USDC,maple,Ethereum,4.85644,4.85644,0.0,3345973118.0,DefiLlama API
USYC,circle-usyc,BSC,3.26383,3.26383,,2911170513.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.95867,3.95867,,1566408914.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107620215.0,DefiLlama API
USDT,maple,Ethereum,4.13385,4.13385,0.0,990658292.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.49301,3.49301,,902961125.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.45611,3.45611,,868237886.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.52384,3.52384,,826955509.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.18288,3.18288,,821866966.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.25931,3.25931,,667408708.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.49275,3.49275,,630720084.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,532320131.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.20026,,2.20026,507759335.0,DefiLlama API
USDD,justlend-v1,Tron,3.99253,0.00066,3.99187,439771603.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.53403,4.53403,0.0,424508830.0,DefiLlama API
USDC,jupiter-lend,Solana,4.27403,3.55144,0.72259,419313448.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,3.5931,3.5931,,371773184.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.49856,4.49856,0.0,369176401.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.6,3.6,,360638197.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,4.8548,1.90469,2.95011,330834789.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.3,7.3,,320882204.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.95877,2.41398,3.5448,266761525.0,DefiLlama API
USDS,sky-lending,Ethereum,8.09014,,8.09014,266130124.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.5931,3.5931,,260185824.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257531482.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.18288,3.18288,,245728125.0,DefiLlama API
USDG,maple,Ethereum,4.97363,4.97363,0.0,217546059.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,214967645.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.39761,2.61212,2.78548,182553447.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181453041.0,DefiLlama API
STUSDS,sky-lending,Ethereum,6.99,6.99,,179988860.0,DefiLlama API
REUSD,re,Ethereum,6.17227,6.17227,,158094170.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.31317,8.31317,,153399667.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,13.80145,13.80145,,152147878.0,DefiLlama API
USD1,lista-lending,BSC,0.6551,0.6551,0.0,137801859.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137330949.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.13,5.13,,135362764.0,DefiLlama API
USD1,dolomite,Ethereum,7.59479,1.4668,6.12799,132630981.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.31,4.31,,130265768.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,123817261.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,6.02088,2.95002,3.07086,122133196.0,DefiLlama API
AUSD,accountable,Monad,6.84479,6.5475,0.29729,113827959.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.5,3.5,0.0,103443878.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.1706,4.1706,0.0,95371246.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.26383,3.26383,,91535267.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.22378,8.22378,,91317171.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.01018,3.01018,0.0,87896230.0,DefiLlama API
ETHENAUSDC,morpho-blue,Base,3.1877,3.1877,0.0,79829452.0,DefiLlama API
USDT,justlend-v1,Tron,2.10907,2.10907,0.0,78964098.0,DefiLlama API
MSUSD,mainstreet,Ethereum,11.99824,11.99824,0.0,74207581.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.04376,4.04376,0.0,73651365.0,DefiLlama API
USDC,midas-rwa,Ethereum,10.33,10.33,,73492237.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.10414,3.59287,1.51128,71395850.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.22133,5.22133,,70882490.0,DefiLlama API
USD3,3jane-lending,Ethereum,6.11535,6.11535,,66732795.0,DefiLlama API
USDT,venus-core-pool,BSC,2.52131,2.52131,0.0,65407415.0,DefiLlama API
SDAI,sdai,Gnosis,4.1589,4.1589,,65194857.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.79149,2.97588,0.81561,63199314.0,DefiLlama API
STUSDT,stusdt,Tron,3.49571,,,58635616.0,DefiLlama API
USDT0,fluid-lending,Plasma,5.65,5.24,0.41,56190071.0,DefiLlama API
GTUSDA,gauntlet,Base,4.823,4.823,,53119552.0,DefiLlama API
STCUSD,cap,Ethereum,6.55535,,,52127457.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,8.72,,,52009585.0,DefiLlama API
USDC,centrifuge-protocol,Base,3.5931,3.5931,,50171598.0,DefiLlama API
U,lista-lending,BSC,1.12223,1.12223,0.0,49883864.0,DefiLlama API
USDC,accountable,Monad,17.9738,17.6,0.3738,47966328.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,1.5488,1.5488,,44273791.0,DefiLlama API
SUSDU,unitas,BSC,9.95895,9.95895,,41642879.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.61172,5.61172,,39753114.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,5.55721,5.55721,0.0,39067499.0,DefiLlama API
USDC,fluid-lite,Ethereum,7.77,,,38594719.0,DefiLlama API
USDC,fluid-lending,Arbitrum,6.5,6.5,,38515134.0,DefiLlama API
USCC,bitwise-uscc,Ethereum,2.93349,2.93349,,36951266.0,DefiLlama API
USDC,goldfinch,Ethereum,10.12341,10.12341,,36719685.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,5.00351,,,36610953.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.81,,,36415767.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.84945,3.84945,,36357402.0,DefiLlama API
VUSD,curvance,Monad,0.28861,0.0,0.28861,36008773.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,5.60018,5.60018,,34500082.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,3.8,,,34130033.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,5.31336,5.27622,0.03714,34039996.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.86736,3.86736,,33336051.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.81629,0.54924,4.26704,33114109.0,DefiLlama API
USDC,centrifuge-protocol,Plume Mainnet,1.59696,1.59696,,32974083.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.0819,3.0819,,32391386.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,4.36744,4.36744,0.0,31233485.0,DefiLlama API
GUSDTQ,morpho-blue,Ethereum,3.06661,3.06661,0.0,30712414.0,DefiLlama API
