id,symbol,name,start_price_usd,end_price_usd,monthly_change_pct
bitcoin,btc,Bitcoin,73022.1615180174,58567.0,-19.795581529657607
ethereum,eth,Ethereum,1992.146042393832,1571.63,-21.108695519557656
binancecoin,bnb,BNB,692.7326790377742,544.75,-21.36216227641036
ripple,xrp,XRP,1.3127447107727586,1.039,-20.852851931249937
solana,sol,Solana,81.37908679449107,74.12,-8.92008878500031
tron,trx,TRON,0.3514960736570319,0.316261,-10.024315005979858
hyperliquid,hype,Hyperliquid,73.02820297956369,64.54,-11.623184787853855
dogecoin,doge,Dogecoin,0.10004519209006961,0.071273,-28.759195208667602
rain,rain,Rain,0.014248510256098888,0.01558848,9.404279604090947
leo-token,leo,LEO Token,9.980032015718695,9.22,-7.61552682918886
