rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,22214991309.29825,-48.22122864,4104524834.094611,18110466475.20364
2,Coinbase Exchange,coinbase-exchange,436305285.5151576,-50.58269949,436305285.5151576,0.0
3,Upbit,upbit,524574991.23191416,14.47208964,524574991.23191416,0.0
6,OKX,okx,8824487361.099474,-46.158373,579280112.999473,8245207248.100002
7,Bybit,bybit,5055359361.653281,-43.27792299,615772691.8137264,4439586669.839555
8,Bitget,bitget,2709443929.345926,-57.06881589,220684475.14696416,2488759454.1989613
9,Gate,gate,3715806781.085117,-53.79889848,509794784.7974481,3206011996.2876687
10,KuCoin,kucoin,1246033753.5076528,-32.88115374,490474046.5539685,755559706.9536843
12,MEXC,mexc,7302194165.895816,-42.53764752,582531168.1658747,6719662997.729941
19,HTX,htx,1187905367.8346033,-34.27325079,659126959.7558945,528778408.0787087
