asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6594546394.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.53292,3.53292,,3569278579.0,DefiLlama API
USDC,maple,Ethereum,4.19448,4.19448,0.0,3175058819.0,DefiLlama API
USDT,maple,Ethereum,3.83282,3.83282,0.0,1880522559.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,586888641.0,DefiLlama API
USDC,jupiter-lend,Solana,3.41182,2.27543,1.13639,517395678.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.55046,,2.55046,507688535.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357372884.0,DefiLlama API
USDD,justlend,Tron,4.90045,0.00104,4.89941,314089629.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,5.68,5.68,,280454671.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,252972557.0,DefiLlama API
USDX,stables-labs-usdx,BSC,1.34994,1.34994,,241966347.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.74293,2.74293,,223880383.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.84,4.76,1.08,192246987.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.75333,,,188076357.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,179754584.0,DefiLlama API
USD1,lista-lending,BSC,1.8773,1.8773,0.0,158272382.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.23183,3.23183,,149613976.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.18814,4.18814,,139552430.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,125011948.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124976644.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123551709.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.15,3.28,1.87,110718164.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.36356,1.68614,4.67742,107982284.0,DefiLlama API
USDT,justlend,Tron,1.65012,1.65012,0.0,104367938.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.52269,1.75518,2.7675,103137068.0,DefiLlama API
USDC,kamino-lend,Solana,1.37711,1.37711,,99773596.0,DefiLlama API
USDT,venus-core-pool,BSC,1.10815,1.10815,0.0,94655174.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.74705,5.74705,,94475079.0,DefiLlama API
SDAI,sdai,Gnosis,4.42686,,,85458710.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.39455,1.48207,4.91248,79971503.0,DefiLlama API
GTUSDA,gauntlet,Base,3.17695,3.17695,,79644825.0,DefiLlama API
USD1,dolomite,Ethereum,2.10903,2.10903,0.0,77724507.0,DefiLlama API
USDC,avantis,Base,9.49419,9.49419,,77159851.0,DefiLlama API
U,lista-lending,BSC,0.6109,0.6109,0.0,71026611.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.8552,5.8552,,70954253.0,DefiLlama API
STCUSD,cap,Ethereum,5.29181,,,68244860.0,DefiLlama API
PLASMAUSD,veda,Plasma,2.66604,2.66604,,65983650.0,DefiLlama API
SFRAX,frax,Ethereum,0.67394,0.67394,,65323196.0,DefiLlama API
STUSDT,stusdt,Tron,3.64864,,,61606066.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.29307,3.29307,,60896164.0,DefiLlama API
USDT,venus-flux,BSC,8.71,1.45,7.26,54418258.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,1.285,1.285,,52903183.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,52120142.0,DefiLlama API
SUSDU,unitas,Solana,11.38514,11.38514,,48983552.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24336,3.24336,,47825785.0,DefiLlama API
EARNAUSD,upshift,Monad,8.33309,4.075,4.25808,47640553.0,DefiLlama API
MSUSD,mainstreet,Ethereum,11.99471,11.99471,0.0,44821030.0,DefiLlama API
CRVUSD,curve-llamalend,Ethereum,1.88373,0.1778,1.70593,39182410.0,DefiLlama API
USDC,goldfinch,Ethereum,10.01058,10.01058,,37747784.0,DefiLlama API
USDC,euler-v2,Ethereum,3.77285,3.77285,,37571334.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.08,,,37470309.0,DefiLlama API
USDX,clearpool-lending,Flare,3.49993,3.49993,0.0,36222127.0,DefiLlama API
YUSD,aegis,Ethereum,3.67,,,36109780.0,DefiLlama API
USCC,superstate-uscc,Solana,3.23183,3.23183,,34793778.0,DefiLlama API
SCRVUSD,crvusd,Ethereum,4.48954,4.48954,,34788167.0,DefiLlama API
VBUSDC,yearn-finance,Katana,2.24576,2.24576,0.0,34563132.0,DefiLlama API
SYZUSD,yuzu-money,Plasma,7.14536,7.14536,,33486099.0,DefiLlama API
USDT,jupiter-lend,Solana,2.36752,2.36752,,33251666.0,DefiLlama API
JRUSDE,strata-markets,Ethereum,8.5471,8.5471,,33072304.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,4.49,,,32380786.0,DefiLlama API
USDC,yearn-finance,Ethereum,3.16256,3.16256,0.0,31257472.0,DefiLlama API
USDS,jupiter-lend,Solana,4.74622,2.06089,2.68533,30999581.0,DefiLlama API
USDC,fluid-lending,Arbitrum,7.63,6.53,1.1,30090403.0,DefiLlama API
