asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.0010890000000000001,0.39748500000000003,60.0,taoli,2026-03-26T12:01:08.363942+00:00
ETH,0.005818,2.12357,400.0,taoli,2026-03-26T12:01:08.363970+00:00
USDC,0.008203,2.994095,100000.0,taoli,2026-03-26T12:01:08.363834+00:00
USDT,0.008319,3.036435,100000.0,taoli,2026-03-26T12:01:08.363715+00:00
