asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,69241.8,71711.18,71963.71,69192.96,-3.444,1.762699630063936,偏弱，下行主导
ETH,ETHUSDT,2067.59,2187.87,2198.16,2062.94,-5.498,3.4388404082237076,偏弱，下行主导
