month,total_tvl_usd,ethereum_tvl_usd,solana_tvl_usd,bsc_tvl_usd,bitcoin_tvl_usd,base_tvl_usd,others_tvl_usd,ethereum_share_pct,solana_share_pct,bsc_share_pct,bitcoin_share_pct,base_share_pct,others_share_pct
2026-05,80329173078.0,41983656018.0,5393022811.0,5797117330.0,4830741734.0,4408508097.0,17916127088.0,52.264519114660466,6.713654086496508,7.216702360885717,6.013682886178011,5.48805362744033,22.303387924338967
