exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,64476.6,64436.7,,,0.00345450639096,8.0,3.7826844981012,31850.795600000187,USDT
OKX,ETH,1879.24,1878.09,,,0.00041814662505000003,8.0,0.45787055442975,740451.2480000022,USDT
