asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001052,0.38397999999999993,100.0,taoli,2026-07-26T01:27:22.105646+00:00
ETH,0.006121000000000001,2.234165,2000.0,taoli,2026-07-26T01:27:22.105686+00:00
USDC,0.012184,4.44716,500000.0,taoli,2026-07-26T01:27:22.105385+00:00
USDT,0.010482,3.8259300000000005,500000.0,taoli,2026-07-26T01:27:22.105125+00:00
