month,total_tvl_usd,ethereum_tvl_usd,solana_tvl_usd,bsc_tvl_usd,bitcoin_tvl_usd,base_tvl_usd,others_tvl_usd,ethereum_share_pct,solana_share_pct,bsc_share_pct,bitcoin_share_pct,base_share_pct,others_share_pct
2026-04,83484041760.0,44933853561.0,5413351730.0,5459272167.0,5064831144.0,4346322909.0,18266410249.0,53.823284802352866,6.484295220830718,6.5393002685403285,6.066825512066583,5.206172122685211,21.880122073524294
