symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,78680.0,1574974036483.0,0.38722530301545016
ETH,Ethereum,2324.12,280405202873.0,0.7907731361379119
USDT,Tether,0.99973,189545626823.0,-0.003638502786305549
XRP,XRP,1.39,86082834009.0,0.12673849655008423
BNB,BNB,619.57,83484823572.0,0.45760072440700045
USDC,USDC,0.999876,77196352369.0,0.004651128129500519
SOL,Solana,84.27,48541362234.0,0.3329119603226511
TRX,TRON,0.33789,32019890049.0,1.8395577381581505
FIGR_HELOC,Figure Heloc,1.04,17745740434.0,0.6971482516502423
DOGE,Dogecoin,0.108493,16714964820.0,-0.3911937261665363
