rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,30210070129.254578,-8.27128319,3864335424.3604918,26345734704.894085
2,Coinbase Exchange,coinbase-exchange,603566254.1088398,-37.49644832,603566254.1088398,0.0
3,Upbit,upbit,896014157.781633,5.08591357,896014157.781633,0.0
6,OKX,okx,11972677152.375402,-13.25386369,910680441.6359638,11061996710.739439
7,Bybit,bybit,8028646120.386599,-1.17528788,954374360.732508,7074271759.654091
8,Bitget,bitget,5223108919.61277,1.74097944,742985679.7838342,4480123239.828936
10,Gate,gate,6497017554.065,-2.90567369,837941995.6659752,5659075558.399024
13,KuCoin,kucoin,3457835335.9306736,13.05734659,1389136588.567699,2068698747.3629746
16,MEXC,mexc,12099230802.77531,-24.41559276,586248055.8984456,11512982746.876865
25,HTX,htx,2133013196.4586024,2.42776918,848068258.5528196,1284944937.905783
