symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,61254.0,1227190777611.0,4.767960990401782
ETH,Ethereum,1646.87,198662712417.0,5.10789441537524
USDT,Tether,0.99872,184419686443.0,0.00852041475529617
BNB,BNB,558.97,75317785084.0,3.2205047146834143
USDC,USDC,0.999766,73200602125.0,0.016772231360149988
XRP,XRP,1.082,67339420820.0,4.42173457142054
SOL,Solana,82.21,47752342506.0,10.040817343934547
TRX,TRON,0.316991,30067804492.0,-0.03554404446202916
FIGR_HELOC,Figure Heloc,1.036,20097694375.0,2.2106495732971956
HYPE,Hyperliquid,65.0,14459156315.0,3.882048967653431
