rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,74149474994.2576,24.35596393,8955964463.381866,65193510530.87573
2,Coinbase Exchange,coinbase-exchange,1716107557.643925,11.76130383,1716107557.643925,0.0
3,Upbit,upbit,969788931.2567842,26.27103267,969788931.2567842,0.0
6,OKX,okx,30873888973.659103,22.80099922,2403408458.6231937,28470480515.035908
7,Bybit,bybit,16772001070.192844,14.43044246,2165844595.1894965,14606156475.003347
8,Bitget,bitget,10073426079.850176,13.58267688,730867048.8654711,9342559030.984705
9,Gate,gate,16732393783.709326,20.27195536,1945343316.625476,14787050467.08385
10,KuCoin,kucoin,3772005854.136609,19.00120642,1253813822.341143,2518192031.795466
17,MEXC,mexc,14490224858.01421,18.47213784,1762860340.9735513,12727364517.040659
21,HTX,htx,3583014318.0646453,30.69337401,1327933752.402743,2255080565.661902
