exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,61329.8,61300.1,,,0.0075106150569400005,8.0,8.2241234873493,31511.934100000104,USDT
OKX,ETH,1648.46,1647.68,,,0.00647582784499,8.0,7.091031490264049,742650.5930000016,USDT
