asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001064,0.38836,100.0,taoli,2026-07-02T12:02:51.724855+00:00
ETH,0.006442,2.35133,2000.0,taoli,2026-07-02T12:02:51.724930+00:00
USDC,0.013273000000000002,4.844645,500000.0,taoli,2026-07-02T12:02:51.724478+00:00
USDT,0.010163,3.709495,500000.0,taoli,2026-07-02T12:02:51.724337+00:00
