month,total_market_cap_usd,btc_market_cap_usd,top10_alt_market_cap_usd,outside_top10_alt_market_cap_usd,outside_share_pct
2026-04,2535273210987.7,1526296372781.7307,574201601975.7712,434775236230.19824,17.149048644773753
