asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,5925471571.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.67468,3.67468,,3526187720.0,DefiLlama API
USDC,maple,Ethereum,4.41725,4.41725,0.0,3270357500.0,DefiLlama API
USYC,circle-usyc,BSC,3.03046,3.03046,,2790104874.0,DefiLlama API
USDT,maple,Ethereum,3.78203,3.78203,0.0,1990976248.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56193,3.56193,,1119147533.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808016677.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.32143,3.32143,,731207002.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22085,3.22085,,559035056.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,533108583.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53102,3.53102,,527142729.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.22085,3.22085,,508122775.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.04319,,3.04319,506370325.0,DefiLlama API
USDC,jupiter-lend,Solana,11.34335,10.08552,1.25782,373807798.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357498674.0,DefiLlama API
USDD,justlend,Tron,4.27795,0.00101,4.27694,333864612.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.18,7.18,,259190238.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,240353008.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,187968788.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,187480418.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.25,3.16,1.09,186832950.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180113332.0,DefiLlama API
USD1,lista-lending,BSC,1.08677,1.08677,0.0,138546537.0,DefiLlama API
USDT,justlend,Tron,1.49807,1.49807,0.0,130340472.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.22,3.64,1.58,128459843.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.13326,4.13326,,127602384.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124974689.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123835438.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53091,3.53091,,111273717.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.03046,3.03046,,110330708.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,108074848.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.91471,3.91471,,107787170.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.46459,1.93004,4.53455,97151729.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.29671,1.77554,2.52117,88473269.0,DefiLlama API
USDT,venus-core-pool,BSC,2.05855,2.05855,0.0,88072681.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,7.48048,7.48048,,87967490.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,7.40557,7.40557,,87894558.0,DefiLlama API
STCUSD,cap,Ethereum,7.31674,,,84245290.0,DefiLlama API
SDAI,sdai,Gnosis,4.3664,,,83415574.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.58012,3.58012,,79752772.0,DefiLlama API
RLUSD,euler-v2,Ethereum,5.99588,1.4908,4.50508,78848131.0,DefiLlama API
GTUSDA,gauntlet,Base,4.64701,4.64701,,74104223.0,DefiLlama API
U,lista-lending,BSC,0.43726,0.43726,0.0,69344077.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.41025,2.39531,0.01495,69173078.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.32448,11.32448,,64251468.0,DefiLlama API
STUSDT,stusdt,Tron,3.60696,,,63035088.0,DefiLlama API
USDC,avantis,Base,11.43915,11.43915,,60449581.0,DefiLlama API
USCC,superstate-uscc,Solana,4.13326,4.13326,,59843149.0,DefiLlama API
PLASMAUSD,veda,Plasma,5.10917,5.10917,,51529588.0,DefiLlama API
MSUSD,mainstreet,Ethereum,11.99295,11.99295,0.0,51026911.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.39684,0.39684,,50910423.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.78717,5.78717,,50433324.0,DefiLlama API
SUSDU,unitas,Solana,10.64468,10.64468,,47346632.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.39705,4.39705,,45876870.0,DefiLlama API
SUSDAT,saturn,Ethereum,8.02819,8.02819,,41255161.0,DefiLlama API
EARNAUSD,upshift,Monad,11.07414,6.14355,4.93059,39977537.0,DefiLlama API
USDC,euler-v2,Ethereum,3.90301,3.90301,,38861508.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06459,10.06459,,37247289.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.03,,,37055947.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24629,3.24629,,36758501.0,DefiLlama API
YUSD,aegis,Ethereum,3.29,,,34227489.0,DefiLlama API
USDX,clearpool-lending,Flare,3.49852,3.49852,0.0,33620571.0,DefiLlama API
USDC,venus-core-pool,BSC,2.12049,2.12049,0.0,32395237.0,DefiLlama API
USDC,fluid-lending,Arbitrum,6.21,5.18,1.03,31678700.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,3.45,,,31610964.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.89889,3.89889,,31542146.0,DefiLlama API
CRVUSD,curve-llamalend,Ethereum,1.12849,0.2864,0.84209,31086222.0,DefiLlama API
VBUSDC,yearn-finance,Katana,0.95328,0.95328,0.0,30402646.0,DefiLlama API
