asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,75733.87,77199.81,77420.08,75445.16,-1.899,14.61882000283516,偏弱震荡
ETH,ETHUSDT,2350.27,2420.55,2427.64,2339.92,-2.903,11.798905608755053,偏弱，下行主导
