asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001128,0.41172000000000003,60.0,taoli,2026-04-19T01:05:44.948968+00:00
ETH,0.006431999999999999,2.34768,400.0,taoli,2026-04-19T01:05:44.949033+00:00
USDC,0.007397,2.699905,100000.0,taoli,2026-04-19T01:05:44.948287+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-19T01:05:44.947956+00:00
