exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
Binance,BTC,75733.86,75690.07953623,75736.35695652,-0.06110330909707126,-0.007652000000000001,8.0,-8.37894,98215.584,USDT
Binance,ETH,2350.28,2348.75702326,2350.28534884,-0.06502723512931383,-0.008227,8.0,-9.008564999999999,2157980.253,USDT
OKX,BTC,75728.0,75683.9,,,-0.0076470747207199995,8.0,-8.373546819188398,35131.793500000276,USDT
OKX,ETH,2349.37,2347.91,,,-0.00846791619643,8.0,-9.27236823509085,667561.120000002,USDT
