source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-19T01:05:44.947956+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-19T01:05:45.602753+00:00
Bybit,USDT,0.008208,2.99592,8000000.0,No VIP,hourly,2026-04-19T01:05:46.517250+00:00
Backpack,USDT,0.007983319253480553,2.913911527520402,50000000.0,Public,annual,2026-04-19T01:05:47.393032+00:00
Binance,USDC,0.007397,2.699905,100000.0,VIP0,daily,2026-04-19T01:05:44.948287+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-19T01:05:45.602801+00:00
Bybit,USDC,0.0071405352,2.606295348,3500000.0,No VIP,hourly,2026-04-19T01:05:46.517268+00:00
Backpack,USDC,0.004504087452252284,1.6439919200720836,300000000.0,Public,annual,2026-04-19T01:05:47.393082+00:00
Bybit,USDE,0.013699099200000002,5.000171208000001,1013200.0,No VIP,hourly,2026-04-19T01:05:46.517345+00:00
Binance,BTC,0.001128,0.41172000000000003,60.0,VIP0,daily,2026-04-19T01:05:44.948968+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-19T01:05:45.603197+00:00
Bybit,BTC,0.0011279376,0.411697224,300.0,No VIP,hourly,2026-04-19T01:05:46.517350+00:00
Backpack,BTC,0.0004426862507506031,0.16158048152397012,3000.0,Public,annual,2026-04-19T01:05:47.393132+00:00
Binance,ETH,0.006431999999999999,2.34768,400.0,VIP0,daily,2026-04-19T01:05:44.949033+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-19T01:05:45.603214+00:00
Bybit,ETH,0.006432124799999999,2.3477255519999995,2000.0,No VIP,hourly,2026-04-19T01:05:46.517355+00:00
Backpack,ETH,0.003999415613466694,1.4597866989153434,20000.0,Public,annual,2026-04-19T01:05:47.393165+00:00
