asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,82460.0,80932.54,82850.0,80731.14,1.887,81.59387595216296,偏强震荡
ETH,ETHUSDT,2411.23,2376.35,2423.74,2354.34,1.468,81.97406340057661,偏强震荡
