asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,3.65,,5830511018.0,DefiLlama API
USDC,maple,Ethereum,4.90714,4.90714,0.0,3110809219.0,DefiLlama API
USYC,circle-usyc,BSC,3.39244,3.39244,,2793971867.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.29913,3.29913,,1980018853.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.54663,3.54663,,1121083818.0,DefiLlama API
USDT,maple,Ethereum,4.45891,4.45891,0.0,1063298721.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.63835,3.63835,,840220441.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,809330597.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.2056,3.2056,,559067618.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.2056,3.2056,,508999404.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.72525,,3.72525,506415383.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,3.98946,3.98946,0.0,469978117.0,DefiLlama API
USDC,jupiter-lend,Solana,4.50185,3.37557,1.12628,417191502.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,3.65,,358167807.0,DefiLlama API
GTUSDCP,morpho-blue,Base,3.98966,3.98966,0.0,353549005.0,DefiLlama API
USDD,justlend,Tron,4.17614,0.00052,4.17562,292388155.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.51572,3.51572,,279707001.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,263591821.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.59,7.59,,255580440.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.24528,2.24528,0.0,246542403.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.03981,1.21343,3.82638,246532058.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,240188044.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.51557,3.51557,,238899739.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.42,3.32,1.1,189615945.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,180436993.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180409106.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.68675,1.68675,0.0,175909928.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.74205,2.24205,3.5,175909926.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.47222,4.47222,,170648167.0,DefiLlama API
REUSD,re,Ethereum,6.06764,6.06764,,170205063.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.30511,3.30511,0.0,161406103.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.75363,3.75363,0.0,159638380.0,DefiLlama API
USD1,lista-lending,BSC,0.8906,0.8906,0.0,138529274.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.51225,2.93139,0.58086,133246203.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.39244,3.39244,,130444012.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,3.72438,3.72438,0.0,125506603.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124978607.0,DefiLlama API
