symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,82498.0,1652185998928.0,1.8867030972647267
ETH,Ethereum,2409.89,290954488985.0,1.3354023015250949
USDT,Tether,0.999756,189528745649.0,-0.0103481987918537
XRP,XRP,1.45,89651314948.0,3.124345075225015
BNB,BNB,652.21,87846243842.0,3.795746717281238
USDC,USDC,0.999686,78102721177.0,-0.009580695768994708
SOL,Solana,89.85,51731689763.0,5.768664214866896
TRX,TRON,0.343159,32532253644.0,1.2265251717615262
DOGE,Dogecoin,0.116502,17940815661.0,4.202273192540525
FIGR_HELOC,Figure Heloc,1.033,17703335641.0,0.4021845951418788
