asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001155,0.421575,60.0,taoli,2026-05-06T12:02:32.553689+00:00
ETH,0.005725,2.0896250000000003,400.0,taoli,2026-05-06T12:02:32.553773+00:00
USDC,0.008137,2.970005,100000.0,taoli,2026-05-06T12:02:32.553183+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-05-06T12:02:32.552954+00:00
