rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,60814878255.5562,0.09621785,8989958184.62386,51824920070.932335
2,Coinbase Exchange,coinbase-exchange,1651745556.0876522,16.60211249,1651745556.0876522,0.0
3,Upbit,upbit,1055707675.7733965,0.79158433,1055707675.7733965,0.0
6,OKX,okx,23626990963.77497,0.61500818,1577772957.213502,22087995353.866165
7,Bybit,bybit,18125596970.476612,5.44891122,2109072101.6457396,16016524868.830873
8,Bitget,bitget,10510458433.821688,0.88511778,1075361692.807196,9435096741.014492
9,Gate,gate,15180239839.172556,8.74712917,1739774838.1260142,13440465001.046541
10,KuCoin,kucoin,13204742336.106726,-70.72093113,1820510888.9658988,11384231447.140827
12,MEXC,mexc,16210811456.769398,7.59076212,2452724699.9945645,13758086756.774832
21,HTX,htx,3600287118.1328297,-23.39838425,957134807.7724733,2643152310.3603563
