asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-03-24T17:00:00+00:00,69476.88,69512.73,68923.07,69238.43
BTC,BTCUSDT,2026-03-24T18:00:00+00:00,69238.44,69746.4,69168.64,69430.24
BTC,BTCUSDT,2026-03-24T19:00:00+00:00,69430.25,69700.0,69277.04,69377.33
BTC,BTCUSDT,2026-03-24T20:00:00+00:00,69377.33,70295.54,69296.15,70093.19
BTC,BTCUSDT,2026-03-24T21:00:00+00:00,70093.19,70400.0,69901.39,70332.93
BTC,BTCUSDT,2026-03-24T22:00:00+00:00,70332.93,70586.86,70140.5,70316.96
BTC,BTCUSDT,2026-03-24T23:00:00+00:00,70316.96,70832.54,70270.0,70556.74
BTC,BTCUSDT,2026-03-25T00:00:00+00:00,70556.74,71100.28,70476.9,70840.75
BTC,BTCUSDT,2026-03-25T01:00:00+00:00,70840.75,70977.35,70629.72,70677.18
BTC,BTCUSDT,2026-03-25T02:00:00+00:00,70677.19,70781.39,70490.77,70531.09
BTC,BTCUSDT,2026-03-25T03:00:00+00:00,70531.1,70808.37,70408.0,70716.7
BTC,BTCUSDT,2026-03-25T04:00:00+00:00,70716.7,70977.49,70703.83,70968.64
BTC,BTCUSDT,2026-03-25T05:00:00+00:00,70968.64,71345.0,70940.0,71117.66
BTC,BTCUSDT,2026-03-25T06:00:00+00:00,71117.65,71260.0,70984.67,70991.83
BTC,BTCUSDT,2026-03-25T07:00:00+00:00,70991.82,71270.11,70891.31,70926.88
BTC,BTCUSDT,2026-03-25T08:00:00+00:00,70926.88,71503.94,70800.0,71248.39
BTC,BTCUSDT,2026-03-25T09:00:00+00:00,71248.4,71415.12,71101.99,71345.91
BTC,BTCUSDT,2026-03-25T10:00:00+00:00,71345.91,71641.91,71291.69,71501.39
BTC,BTCUSDT,2026-03-25T11:00:00+00:00,71501.4,72026.09,71470.49,71678.97
BTC,BTCUSDT,2026-03-25T12:00:00+00:00,71678.97,71955.17,71105.43,71715.24
BTC,BTCUSDT,2026-03-25T13:00:00+00:00,71715.24,71963.71,71515.84,71581.42
BTC,BTCUSDT,2026-03-25T14:00:00+00:00,71581.42,71699.87,71230.51,71234.28
BTC,BTCUSDT,2026-03-25T15:00:00+00:00,71234.28,71301.37,70530.47,70952.54
ETH,ETHUSDT,2026-03-24T17:00:00+00:00,2127.2,2128.7,2103.02,2109.17
ETH,ETHUSDT,2026-03-24T18:00:00+00:00,2109.18,2127.9,2105.07,2118.92
ETH,ETHUSDT,2026-03-24T19:00:00+00:00,2118.92,2127.84,2114.37,2116.87
ETH,ETHUSDT,2026-03-24T20:00:00+00:00,2116.86,2154.5,2115.63,2148.48
ETH,ETHUSDT,2026-03-24T21:00:00+00:00,2148.48,2151.8,2140.46,2148.88
ETH,ETHUSDT,2026-03-24T22:00:00+00:00,2148.89,2155.82,2140.67,2145.61
ETH,ETHUSDT,2026-03-24T23:00:00+00:00,2145.6,2163.7,2143.0,2156.23
ETH,ETHUSDT,2026-03-25T00:00:00+00:00,2156.22,2168.63,2146.35,2161.77
ETH,ETHUSDT,2026-03-25T01:00:00+00:00,2161.76,2167.37,2156.94,2156.94
ETH,ETHUSDT,2026-03-25T02:00:00+00:00,2156.95,2161.5,2153.58,2155.5
ETH,ETHUSDT,2026-03-25T03:00:00+00:00,2155.51,2160.53,2147.0,2158.54
ETH,ETHUSDT,2026-03-25T04:00:00+00:00,2158.53,2167.75,2156.83,2166.32
ETH,ETHUSDT,2026-03-25T05:00:00+00:00,2166.31,2179.73,2164.46,2169.03
ETH,ETHUSDT,2026-03-25T06:00:00+00:00,2169.03,2173.19,2163.43,2163.81
ETH,ETHUSDT,2026-03-25T07:00:00+00:00,2163.82,2177.49,2159.81,2164.57
ETH,ETHUSDT,2026-03-25T08:00:00+00:00,2164.57,2191.93,2164.57,2176.64
ETH,ETHUSDT,2026-03-25T09:00:00+00:00,2176.64,2188.9,2175.16,2186.64
ETH,ETHUSDT,2026-03-25T10:00:00+00:00,2186.64,2189.04,2181.24,2185.27
ETH,ETHUSDT,2026-03-25T11:00:00+00:00,2185.26,2199.02,2179.48,2186.41
ETH,ETHUSDT,2026-03-25T12:00:00+00:00,2186.41,2195.09,2165.02,2183.31
ETH,ETHUSDT,2026-03-25T13:00:00+00:00,2183.31,2198.16,2179.71,2184.37
ETH,ETHUSDT,2026-03-25T14:00:00+00:00,2184.38,2188.02,2173.19,2174.14
ETH,ETHUSDT,2026-03-25T15:00:00+00:00,2174.14,2176.9,2147.67,2163.27
