week_start,usdt_weekly_volume_usd,usdc_weekly_volume_usd,total_usdt_usdc_weekly_volume_usd,usdt_share_pct,usdc_share_pct
2026-01-26,138806979003.95142,12949149905.274965,151756128909.22638,91.46713216899427,8.532867831005731
2026-02-02,1049172190864.5137,113918991771.44475,1163091182635.9585,90.20549777419292,9.79450222580707
2026-02-09,524994618853.7561,61173994896.42944,586168613750.1855,89.5637546157494,10.436245384250595
2026-02-16,450485055132.0039,31810374067.478874,482295429199.4828,93.40437994192109,6.595620058078914
2026-02-23,439500878054.12384,37073004346.58559,476573882400.7094,92.22093242713328,7.779067572866725
