month,total_market_cap_usd,btc_market_cap_usd,top10_alt_market_cap_usd,outside_top10_alt_market_cap_usd,outside_share_pct
2026-06,2082772399709.04,1173320202934.1765,450023346757.84076,459428850017.02277,22.058524017372434
