month,total_market_cap_usd,btc_market_cap_usd,top10_alt_market_cap_usd,outside_top10_alt_market_cap_usd,outside_share_pct
2026-05,2492142106415.57,1480239178163.1516,560585539015.544,451317389236.87427,18.109616946603452
