asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-04-24T14:00:00+00:00,78093.8,78093.8,77681.74,78037.64
BTC,BTCUSDT,2026-04-24T15:00:00+00:00,78037.65,78233.18,77577.22,78038.62
BTC,BTCUSDT,2026-04-24T16:00:00+00:00,78038.63,78060.29,77586.86,77777.28
BTC,BTCUSDT,2026-04-24T17:00:00+00:00,77776.76,77829.17,77489.6,77681.71
BTC,BTCUSDT,2026-04-24T18:00:00+00:00,77681.72,77717.08,77363.63,77618.24
BTC,BTCUSDT,2026-04-24T19:00:00+00:00,77618.25,77748.66,77532.46,77628.85
BTC,BTCUSDT,2026-04-24T20:00:00+00:00,77628.84,77757.14,77458.0,77718.31
BTC,BTCUSDT,2026-04-24T21:00:00+00:00,77718.31,77756.15,77536.48,77536.48
BTC,BTCUSDT,2026-04-24T22:00:00+00:00,77536.49,77616.78,77264.08,77328.91
BTC,BTCUSDT,2026-04-24T23:00:00+00:00,77328.92,77456.87,77328.92,77437.13
BTC,BTCUSDT,2026-04-25T00:00:00+00:00,77437.13,77502.99,77309.92,77456.88
BTC,BTCUSDT,2026-04-25T01:00:00+00:00,77456.88,77620.52,77440.8,77541.63
BTC,BTCUSDT,2026-04-25T02:00:00+00:00,77541.63,77644.04,77504.43,77607.8
BTC,BTCUSDT,2026-04-25T03:00:00+00:00,77607.8,77711.87,77550.27,77679.07
BTC,BTCUSDT,2026-04-25T04:00:00+00:00,77679.08,77691.23,77596.37,77619.05
BTC,BTCUSDT,2026-04-25T05:00:00+00:00,77619.05,77619.05,77485.51,77510.28
BTC,BTCUSDT,2026-04-25T06:00:00+00:00,77510.27,77582.28,77489.35,77503.63
BTC,BTCUSDT,2026-04-25T07:00:00+00:00,77503.63,77566.26,77450.0,77501.19
BTC,BTCUSDT,2026-04-25T08:00:00+00:00,77501.19,77654.41,77491.36,77643.37
BTC,BTCUSDT,2026-04-25T09:00:00+00:00,77643.38,77779.65,77587.1,77714.55
BTC,BTCUSDT,2026-04-25T10:00:00+00:00,77714.56,77885.35,77714.55,77787.77
BTC,BTCUSDT,2026-04-25T11:00:00+00:00,77787.76,77787.77,77607.03,77682.3
BTC,BTCUSDT,2026-04-25T12:00:00+00:00,77682.29,77682.3,77682.29,77682.3
ETH,ETHUSDT,2026-04-24T14:00:00+00:00,2317.32,2318.4,2304.07,2313.41
ETH,ETHUSDT,2026-04-24T15:00:00+00:00,2313.42,2329.73,2301.61,2323.81
ETH,ETHUSDT,2026-04-24T16:00:00+00:00,2323.81,2324.23,2310.0,2316.67
ETH,ETHUSDT,2026-04-24T17:00:00+00:00,2316.66,2322.0,2308.82,2319.6
ETH,ETHUSDT,2026-04-24T18:00:00+00:00,2319.59,2321.41,2310.01,2319.92
ETH,ETHUSDT,2026-04-24T19:00:00+00:00,2319.93,2325.0,2319.22,2321.6
ETH,ETHUSDT,2026-04-24T20:00:00+00:00,2321.59,2328.16,2315.38,2326.47
ETH,ETHUSDT,2026-04-24T21:00:00+00:00,2326.47,2327.52,2312.6,2315.18
ETH,ETHUSDT,2026-04-24T22:00:00+00:00,2315.19,2316.17,2307.2,2311.92
ETH,ETHUSDT,2026-04-24T23:00:00+00:00,2311.93,2316.05,2311.93,2314.99
ETH,ETHUSDT,2026-04-25T00:00:00+00:00,2314.98,2316.05,2311.27,2316.04
ETH,ETHUSDT,2026-04-25T01:00:00+00:00,2316.04,2321.36,2315.46,2318.0
ETH,ETHUSDT,2026-04-25T02:00:00+00:00,2318.01,2319.27,2314.78,2317.4
ETH,ETHUSDT,2026-04-25T03:00:00+00:00,2317.41,2320.43,2315.12,2318.43
ETH,ETHUSDT,2026-04-25T04:00:00+00:00,2318.44,2319.01,2316.15,2316.79
ETH,ETHUSDT,2026-04-25T05:00:00+00:00,2316.8,2316.8,2313.3,2316.01
ETH,ETHUSDT,2026-04-25T06:00:00+00:00,2316.01,2317.64,2314.89,2316.01
ETH,ETHUSDT,2026-04-25T07:00:00+00:00,2316.0,2318.81,2314.26,2316.48
ETH,ETHUSDT,2026-04-25T08:00:00+00:00,2316.48,2320.92,2315.92,2319.44
ETH,ETHUSDT,2026-04-25T09:00:00+00:00,2319.43,2323.21,2317.17,2319.12
ETH,ETHUSDT,2026-04-25T10:00:00+00:00,2319.11,2322.74,2318.93,2320.56
ETH,ETHUSDT,2026-04-25T11:00:00+00:00,2320.57,2320.57,2311.2,2313.64
ETH,ETHUSDT,2026-04-25T12:00:00+00:00,2313.65,2313.93,2313.55,2313.55
