asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5305435574.0,DefiLlama API
USYC,circle-usyc,BSC,3.13841,3.13841,,2791298024.0,DefiLlama API
USDC,maple,Ethereum,4.97791,4.97791,0.0,2623078711.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.28377,5.28377,,2172234118.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.58488,3.58488,,1119898543.0,DefiLlama API
USDT,maple,Ethereum,5.03553,5.03553,0.0,887531323.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.44759,3.44759,,880645801.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808480165.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.24376,3.24376,,559047685.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,531779554.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.24376,3.24376,,508462783.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.3553,,3.3553,504458460.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.19078,4.19078,0.0,469767972.0,DefiLlama API
USDC,jupiter-lend,Solana,4.47019,3.31357,1.15662,409368178.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357757880.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.1907,4.1907,0.0,349871518.0,DefiLlama API
USDD,justlend,Tron,4.23627,0.00106,4.2352,309922594.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.1,7.1,,261839640.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,244053616.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.554,3.554,,231464107.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.84882,2.37116,0.47766,225520520.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.91195,1.32987,4.58208,225520497.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180219662.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.65,4.46,1.19,174208125.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.55381,3.55381,,171047748.0,DefiLlama API
REUSD,re,Ethereum,6.32206,6.32206,,164081162.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.61181,2.54016,1.07164,154279447.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.88898,3.56576,0.32322,153842293.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.56125,3.16366,0.39759,150379858.0,DefiLlama API
USDT,justlend,Tron,1.20311,1.20311,0.0,138811269.0,DefiLlama API
USD1,lista-lending,BSC,0.76967,0.76967,0.0,138560973.0,DefiLlama API
USCC,superstate-uscc,Ethereum,5.20125,5.20125,,126611606.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124974243.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123906472.0,DefiLlama API
USDT,fluid-lending,Ethereum,7.1,5.33,1.77,117118416.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,3.88518,3.56276,0.32242,115284527.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.83122,1.83122,0.0,111926841.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.53976,1.83976,3.7,111926831.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,109879911.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,3.64649,3.32265,0.32384,109875223.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.13841,3.13841,,109277167.0,DefiLlama API
STCUSD,cap,Ethereum,5.69771,,,103088870.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,100453671.0,DefiLlama API
USDT,venus-core-pool,BSC,1.96803,1.96803,0.0,94936083.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.44293,2.92176,2.52117,87133568.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.60441,6.60441,,84405302.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.56676,3.56676,,79708358.0,DefiLlama API
SDAI,sdai,Gnosis,4.37492,,,78897809.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,10.00019,10.00019,,72779290.0,DefiLlama API
U,lista-lending,BSC,0.36651,0.36651,0.0,69342848.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,3.02994,3.01618,0.01377,67766427.0,DefiLlama API
GTUSDA,gauntlet,Base,4.70994,4.70994,,67396128.0,DefiLlama API
USDT,venus-flux,BSC,7.28,1.31,5.97,66205057.0,DefiLlama API
GTUSDT,morpho-blue,Katana,2.4489,1.64638,0.80252,65447156.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.27808,8.27808,,62446355.0,DefiLlama API
STUSDT,stusdt,Tron,3.59288,,,60993326.0,DefiLlama API
USCC,superstate-uscc,Solana,5.20125,5.20125,,59940400.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.00882,12.00882,0.0,58140648.0,DefiLlama API
VBSHUSDC,morpho-blue,Ethereum,3.42045,3.42045,0.0,57351847.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,0.32809,0.29965,0.02844,54704138.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,4.11731,4.11731,,54057533.0,DefiLlama API
SUSDAT,saturn,Ethereum,13.90855,13.90855,,52624825.0,DefiLlama API
STEAKUSDC,morpho-blue,Katana,1.82151,0.95844,0.86307,51704508.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,6.04475,2.64475,3.4,50168746.0,DefiLlama API
SENPYUSDCORE,morpho-blue,Ethereum,2.84774,2.37618,0.47156,50136943.0,DefiLlama API
SENPYUSDCOREV2,morpho-blue,Ethereum,2.85368,2.37766,0.47601,50122577.0,DefiLlama API
USDC,avantis,Base,9.74762,9.74762,,50046679.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.29223,0.29223,,48779456.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.81618,2.79825,4.01793,48394759.0,DefiLlama API
SUSDU,unitas,Solana,10.25812,10.25812,,46020881.0,DefiLlama API
PLASMAUSD,veda,Plasma,4.19354,4.03801,0.15554,42988604.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.15826,1.84114,4.31712,42303134.0,DefiLlama API
SIUSD,infinifi,Ethereum,6.03418,6.03418,,40156364.0,DefiLlama API
