source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-25T12:01:04.709997+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-25T12:01:05.078513+00:00
Bybit,USDT,0.008208,2.99592,8000000.0,No VIP,hourly,2026-04-25T12:01:05.700169+00:00
Backpack,USDT,0.011385063695515077,4.155548248863003,50000000.0,Public,annual,2026-04-25T12:01:06.354463+00:00
Binance,USDC,0.007259,2.6495349999999998,100000.0,VIP0,daily,2026-04-25T12:01:04.710163+00:00
OKX,USDC,0.00276,1.0074,1000000.0,Public,daily,2026-04-25T12:01:05.078554+00:00
Bybit,USDC,0.0071649648000000005,2.6152121520000002,3500000.0,No VIP,hourly,2026-04-25T12:01:05.700186+00:00
Backpack,USDC,0.004429404248943192,1.6167325508642651,300000000.0,Public,annual,2026-04-25T12:01:06.354507+00:00
Bybit,USDE,0.013699099200000002,5.000171208000001,1013200.0,No VIP,hourly,2026-04-25T12:01:05.700232+00:00
Binance,BTC,0.001145,0.417925,60.0,VIP0,daily,2026-04-25T12:01:04.710964+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-25T12:01:05.078862+00:00
Bybit,BTC,0.001145004,0.41792645999999994,300.0,No VIP,hourly,2026-04-25T12:01:05.700235+00:00
Backpack,BTC,0.0007143375581545158,0.26073320872639827,3000.0,Public,annual,2026-04-25T12:01:06.354559+00:00
Binance,ETH,0.005725,2.0896250000000003,400.0,VIP0,daily,2026-04-25T12:01:04.710991+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-25T12:01:05.078875+00:00
Bybit,ETH,0.005724876,2.0895797400000005,2000.0,No VIP,hourly,2026-04-25T12:01:05.700238+00:00
Backpack,ETH,0.005985735716033963,2.1847935363523963,20000.0,Public,annual,2026-04-25T12:01:06.354578+00:00
