asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001145,0.417925,60.0,taoli,2026-04-25T12:01:04.710964+00:00
ETH,0.005725,2.0896250000000003,400.0,taoli,2026-04-25T12:01:04.710991+00:00
USDC,0.007259,2.6495349999999998,100000.0,taoli,2026-04-25T12:01:04.710163+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-25T12:01:04.709997+00:00
