exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
Binance,BTC,77682.29,77636.8,77682.2965,-0.05856739830032424,-0.008955,8.0,-9.805725,96176.592,USDT
Binance,ETH,2313.55,2312.12931783,2313.62465116,-0.06463163025386451,-0.004323,8.0,-4.7336849999999995,2027011.374,USDT
OKX,BTC,77685.2,77640.9,,,-0.00689089648498,8.0,-7.5455316510531,33139.99570000024,USDT
OKX,ETH,2313.4,2312.52,,,-0.00120090974457,8.0,-1.31499617030415,659669.8840000016,USDT
