symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,64037.0,1284029167839.0,1.2380207931928329
ETH,Ethereum,1844.48,222570577396.0,0.40327890892781787
USDT,Tether,0.999283,184085026777.0,0.01563518665003304
BNB,BNB,569.41,75855996603.0,1.013920639325724
USDC,USDC,0.999915,73290781830.0,-0.009449613219052022
XRP,XRP,1.088,67957866468.0,0.4318768459527767
SOL,Solana,74.92,43643280522.0,0.2164789959749642
TRX,TRON,0.323467,30682226944.0,0.32303103245619513
FIGR_HELOC,Figure Heloc,1.026,20607529790.0,0.6451557850593643
HYPE,Hyperliquid,58.78,13073626079.0,-2.558048209898468
