month,total_tvl_usd,ethereum_tvl_usd,solana_tvl_usd,bsc_tvl_usd,bitcoin_tvl_usd,base_tvl_usd,others_tvl_usd,ethereum_share_pct,solana_share_pct,bsc_share_pct,bitcoin_share_pct,base_share_pct,others_share_pct
2026-06,70341505051.0,37210231125.0,4899782191.0,4875164874.0,3942118287.0,4093772973.0,15320435601.0,52.89939573800889,6.965705649100755,6.930708790585784,5.604256383399572,5.819854110360412,21.78007932854459
