symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,79220.0,1587606536360.0,-1.5716227077081015
ETH,Ethereum,2252.92,271990272280.0,-2.0974601171626155
USDT,Tether,0.999537,189769864172.0,-0.007032682029598328
BNB,BNB,670.83,90411765618.0,-1.0891723287563653
XRP,XRP,1.43,88576882479.0,-1.07263782918009
USDC,USDC,0.999797,76720587313.0,-0.031205621051275556
SOL,Solana,90.61,52378533186.0,-4.043062004242825
TRX,TRON,0.354199,33580294732.0,0.9074545692739083
FIGR_HELOC,Figure Heloc,1.034,18300558754.0,-0.35017729641762657
DOGE,Dogecoin,0.113139,17476669172.0,0.497545876839131
