asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-05-13T14:00:00+00:00,79656.01,79898.0,79481.56,79756.01
BTC,BTCUSDT,2026-05-13T15:00:00+00:00,79756.02,79856.08,78807.22,78827.21
BTC,BTCUSDT,2026-05-13T16:00:00+00:00,78827.21,79222.22,78754.65,79108.39
BTC,BTCUSDT,2026-05-13T17:00:00+00:00,79108.39,79556.36,79100.0,79514.97
BTC,BTCUSDT,2026-05-13T18:00:00+00:00,79514.97,79800.0,79514.97,79598.15
BTC,BTCUSDT,2026-05-13T19:00:00+00:00,79598.15,79646.29,79400.0,79642.41
BTC,BTCUSDT,2026-05-13T20:00:00+00:00,79642.41,79760.0,79622.7,79698.95
BTC,BTCUSDT,2026-05-13T21:00:00+00:00,79698.95,79705.73,79340.39,79398.54
BTC,BTCUSDT,2026-05-13T22:00:00+00:00,79398.54,79470.0,79228.0,79428.46
BTC,BTCUSDT,2026-05-13T23:00:00+00:00,79428.46,79499.01,79233.83,79313.61
BTC,BTCUSDT,2026-05-14T00:00:00+00:00,79313.61,79681.73,79308.0,79580.0
BTC,BTCUSDT,2026-05-14T01:00:00+00:00,79580.0,79681.73,79409.42,79604.6
BTC,BTCUSDT,2026-05-14T02:00:00+00:00,79604.61,79676.11,79222.22,79370.24
BTC,BTCUSDT,2026-05-14T03:00:00+00:00,79370.24,79460.0,78922.0,79044.85
BTC,BTCUSDT,2026-05-14T04:00:00+00:00,79044.86,79474.41,78982.06,79451.63
BTC,BTCUSDT,2026-05-14T05:00:00+00:00,79451.62,79998.0,79359.49,79809.16
BTC,BTCUSDT,2026-05-14T06:00:00+00:00,79809.15,79953.35,79769.12,79804.71
BTC,BTCUSDT,2026-05-14T07:00:00+00:00,79804.72,79937.59,79702.05,79745.98
BTC,BTCUSDT,2026-05-14T08:00:00+00:00,79745.99,79936.98,79644.44,79821.56
BTC,BTCUSDT,2026-05-14T09:00:00+00:00,79821.55,79905.99,79569.81,79635.52
BTC,BTCUSDT,2026-05-14T10:00:00+00:00,79635.53,79756.98,79409.42,79570.01
BTC,BTCUSDT,2026-05-14T11:00:00+00:00,79570.01,79600.0,79234.0,79258.27
BTC,BTCUSDT,2026-05-14T12:00:00+00:00,79258.27,79309.71,79230.31,79298.13
ETH,ETHUSDT,2026-05-13T14:00:00+00:00,2262.8,2270.97,2251.05,2267.39
ETH,ETHUSDT,2026-05-13T15:00:00+00:00,2267.39,2270.25,2234.13,2236.49
ETH,ETHUSDT,2026-05-13T16:00:00+00:00,2236.48,2253.35,2235.48,2250.75
ETH,ETHUSDT,2026-05-13T17:00:00+00:00,2250.75,2261.77,2250.75,2258.31
ETH,ETHUSDT,2026-05-13T18:00:00+00:00,2258.32,2268.49,2258.32,2259.68
ETH,ETHUSDT,2026-05-13T19:00:00+00:00,2259.67,2260.71,2250.56,2256.53
ETH,ETHUSDT,2026-05-13T20:00:00+00:00,2256.53,2264.46,2256.43,2263.75
ETH,ETHUSDT,2026-05-13T21:00:00+00:00,2263.76,2264.07,2253.7,2255.79
ETH,ETHUSDT,2026-05-13T22:00:00+00:00,2255.8,2260.55,2251.0,2259.6
ETH,ETHUSDT,2026-05-13T23:00:00+00:00,2259.59,2261.79,2254.83,2258.65
ETH,ETHUSDT,2026-05-14T00:00:00+00:00,2258.66,2269.37,2258.14,2266.58
ETH,ETHUSDT,2026-05-14T01:00:00+00:00,2266.58,2269.37,2259.9,2264.91
ETH,ETHUSDT,2026-05-14T02:00:00+00:00,2264.9,2266.75,2247.71,2251.53
ETH,ETHUSDT,2026-05-14T03:00:00+00:00,2251.54,2255.0,2238.64,2242.14
ETH,ETHUSDT,2026-05-14T04:00:00+00:00,2242.14,2258.25,2239.54,2256.7
ETH,ETHUSDT,2026-05-14T05:00:00+00:00,2256.69,2273.71,2255.53,2268.44
ETH,ETHUSDT,2026-05-14T06:00:00+00:00,2268.44,2275.2,2266.86,2267.71
ETH,ETHUSDT,2026-05-14T07:00:00+00:00,2267.72,2270.79,2263.88,2265.48
ETH,ETHUSDT,2026-05-14T08:00:00+00:00,2265.49,2270.99,2262.05,2266.36
ETH,ETHUSDT,2026-05-14T09:00:00+00:00,2266.35,2267.72,2252.76,2257.8
ETH,ETHUSDT,2026-05-14T10:00:00+00:00,2257.8,2265.51,2255.84,2262.14
ETH,ETHUSDT,2026-05-14T11:00:00+00:00,2262.13,2264.0,2252.53,2253.81
ETH,ETHUSDT,2026-05-14T12:00:00+00:00,2253.81,2254.91,2252.0,2253.74
