asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDU,unitas,BSC,9.9462,9.9462,,42514493.0,DefiLlama API
USDEUSDT,fluid-dex,Ethereum,6.94519,6.94519,,42164298.0,DefiLlama API
SIUSD,infinifi,Ethereum,4.90265,4.90265,,42026849.0,DefiLlama API
RLUSD,euler-v2,Ethereum,5.03322,0.83322,4.2,41884270.0,DefiLlama API
USD1,dolomite,Ethereum,9.9482,3.31617,6.63203,40168142.0,DefiLlama API
VBSHUSDC,morpho-blue,Ethereum,3.94579,3.94579,0.0,38675806.0,DefiLlama API
USDC,fluid-lite,Ethereum,7.81,,,38360665.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06457,10.06457,,37245288.0,DefiLlama API
USCC,superstate-uscc,Solana,3.98773,3.98773,,37027292.0,DefiLlama API
USDC,euler-v2,Ethereum,2.20722,2.20722,,36643045.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.06,,,36548171.0,DefiLlama API
VBGTUSDT,morpho-blue,Ethereum,1.41417,1.41417,0.0,35271532.0,DefiLlama API
EARNAUSD,upshift,Monad,6.94949,5.64678,1.30271,34700994.0,DefiLlama API
YUSD,aegis,Ethereum,3.18,,,34065291.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24832,3.24832,,33514142.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,3.85793,3.85793,0.0,32994865.0,DefiLlama API
STEAKUSDC,morpho-blue,Katana,2.44619,0.87478,1.57141,32774176.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,3.91153,3.91153,,32346481.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.89944,3.89944,,32179340.0,DefiLlama API
USDC,venus-core-pool,BSC,1.559,1.559,0.0,30364109.0,DefiLlama API
