asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.00112,0.40879999999999994,60.0,taoli,2026-05-14T12:03:05.803702+00:00
ETH,0.006029,2.2005850000000002,400.0,taoli,2026-05-14T12:03:05.803781+00:00
USDC,0.008882,3.24193,100000.0,taoli,2026-05-14T12:03:05.803229+00:00
USDT,0.009218,3.36457,100000.0,taoli,2026-05-14T12:03:05.803014+00:00
