source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-24T12:01:03.503423+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-24T12:01:04.343928+00:00
Bybit,USDT,0.008208,2.99592,8000000.0,No VIP,hourly,2026-04-24T12:01:05.107686+00:00
Backpack,USDT,0.011479734967833315,4.19010326325916,50000000.0,Public,annual,2026-04-24T12:01:05.506134+00:00
Binance,USDC,0.007405,2.702825,100000.0,VIP0,daily,2026-04-24T12:01:03.503682+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-24T12:01:04.343965+00:00
Bybit,USDC,0.007320079199999999,2.6718289079999997,3500000.0,No VIP,hourly,2026-04-24T12:01:05.107705+00:00
Backpack,USDC,0.0044347006001256364,1.6186657190458573,300000000.0,Public,annual,2026-04-24T12:01:05.506149+00:00
Bybit,USDE,0.013699099200000002,5.000171208000001,1013200.0,No VIP,hourly,2026-04-24T12:01:05.107781+00:00
Binance,BTC,0.001142,0.4168300000000001,60.0,VIP0,daily,2026-04-24T12:01:03.504181+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-24T12:01:04.344165+00:00
Bybit,BTC,0.0011301168,0.41249263199999997,300.0,No VIP,hourly,2026-04-24T12:01:05.107786+00:00
Backpack,BTC,0.0007182177271780068,0.2621494704199725,3000.0,Public,annual,2026-04-24T12:01:05.506161+00:00
Binance,ETH,0.005725,2.0896250000000003,400.0,VIP0,daily,2026-04-24T12:01:03.504260+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-24T12:01:04.344174+00:00
Bybit,ETH,0.005724876,2.0895797400000005,2000.0,No VIP,hourly,2026-04-24T12:01:05.107791+00:00
Backpack,ETH,0.00552181708411828,2.015463235703172,20000.0,Public,annual,2026-04-24T12:01:05.506165+00:00
