asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-04-23T14:00:00+00:00,77532.23,78201.53,77414.0,78180.77
BTC,BTCUSDT,2026-04-23T15:00:00+00:00,78180.78,78662.5,77983.25,78376.76
BTC,BTCUSDT,2026-04-23T16:00:00+00:00,78376.77,78509.82,78030.0,78103.72
BTC,BTCUSDT,2026-04-23T17:00:00+00:00,78103.72,78184.85,76960.0,77769.21
BTC,BTCUSDT,2026-04-23T18:00:00+00:00,77769.2,78146.75,77678.65,77678.65
BTC,BTCUSDT,2026-04-23T19:00:00+00:00,77678.65,77886.88,77592.92,77727.26
BTC,BTCUSDT,2026-04-23T20:00:00+00:00,77727.25,78050.0,77637.5,77886.97
BTC,BTCUSDT,2026-04-23T21:00:00+00:00,77886.97,78070.0,77800.0,77864.83
BTC,BTCUSDT,2026-04-23T22:00:00+00:00,77864.84,78331.0,77864.83,78235.3
BTC,BTCUSDT,2026-04-23T23:00:00+00:00,78235.29,78298.01,78030.0,78257.48
BTC,BTCUSDT,2026-04-24T00:00:00+00:00,78257.48,78490.83,78172.01,78417.22
BTC,BTCUSDT,2026-04-24T01:00:00+00:00,78417.22,78450.0,77952.16,78429.73
BTC,BTCUSDT,2026-04-24T02:00:00+00:00,78429.73,78581.93,78067.17,78125.65
BTC,BTCUSDT,2026-04-24T03:00:00+00:00,78125.65,78178.4,77555.0,77737.85
BTC,BTCUSDT,2026-04-24T04:00:00+00:00,77737.84,77854.57,77482.49,77670.0
BTC,BTCUSDT,2026-04-24T05:00:00+00:00,77670.01,78057.65,77457.0,77953.48
BTC,BTCUSDT,2026-04-24T06:00:00+00:00,77953.48,77979.54,77761.2,77789.75
BTC,BTCUSDT,2026-04-24T07:00:00+00:00,77789.75,77855.67,77543.52,77644.6
BTC,BTCUSDT,2026-04-24T08:00:00+00:00,77644.59,78000.0,77550.73,77785.71
BTC,BTCUSDT,2026-04-24T09:00:00+00:00,77785.7,77804.23,77402.01,77527.69
BTC,BTCUSDT,2026-04-24T10:00:00+00:00,77527.7,77784.0,77444.95,77752.36
BTC,BTCUSDT,2026-04-24T11:00:00+00:00,77752.37,78372.58,77752.37,78240.26
BTC,BTCUSDT,2026-04-24T12:00:00+00:00,78240.27,78242.61,78233.84,78233.84
ETH,ETHUSDT,2026-04-23T14:00:00+00:00,2319.81,2335.12,2316.07,2334.24
ETH,ETHUSDT,2026-04-23T15:00:00+00:00,2334.24,2343.58,2324.15,2333.26
ETH,ETHUSDT,2026-04-23T16:00:00+00:00,2333.26,2335.76,2323.39,2326.38
ETH,ETHUSDT,2026-04-23T17:00:00+00:00,2326.39,2329.24,2285.42,2310.42
ETH,ETHUSDT,2026-04-23T18:00:00+00:00,2310.42,2319.04,2304.42,2305.31
ETH,ETHUSDT,2026-04-23T19:00:00+00:00,2305.3,2318.97,2300.7,2312.88
ETH,ETHUSDT,2026-04-23T20:00:00+00:00,2312.87,2329.48,2312.74,2325.37
ETH,ETHUSDT,2026-04-23T21:00:00+00:00,2325.36,2328.85,2320.73,2321.66
ETH,ETHUSDT,2026-04-23T22:00:00+00:00,2321.66,2338.79,2321.66,2331.97
ETH,ETHUSDT,2026-04-23T23:00:00+00:00,2331.97,2333.18,2323.71,2330.26
ETH,ETHUSDT,2026-04-24T00:00:00+00:00,2330.27,2337.5,2326.68,2332.48
ETH,ETHUSDT,2026-04-24T01:00:00+00:00,2332.47,2334.23,2318.69,2332.84
ETH,ETHUSDT,2026-04-24T02:00:00+00:00,2332.83,2335.39,2315.05,2319.91
ETH,ETHUSDT,2026-04-24T03:00:00+00:00,2319.9,2322.84,2301.35,2308.64
ETH,ETHUSDT,2026-04-24T04:00:00+00:00,2308.63,2311.75,2300.5,2306.16
ETH,ETHUSDT,2026-04-24T05:00:00+00:00,2306.16,2317.35,2300.22,2314.74
ETH,ETHUSDT,2026-04-24T06:00:00+00:00,2314.75,2316.87,2308.71,2309.2
ETH,ETHUSDT,2026-04-24T07:00:00+00:00,2309.21,2316.85,2308.48,2311.63
ETH,ETHUSDT,2026-04-24T08:00:00+00:00,2311.63,2322.99,2307.49,2315.24
ETH,ETHUSDT,2026-04-24T09:00:00+00:00,2315.24,2315.79,2303.74,2310.18
ETH,ETHUSDT,2026-04-24T10:00:00+00:00,2310.19,2319.06,2306.0,2316.02
ETH,ETHUSDT,2026-04-24T11:00:00+00:00,2316.01,2332.26,2316.01,2328.1
ETH,ETHUSDT,2026-04-24T12:00:00+00:00,2328.1,2329.5,2328.1,2328.44
