protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDC,8.205383824765434,,8.25195,9.547082259678213,65855149.0,,,96.09440506196664,7498906575.0,6998979470.0,71773754.25637718,True,False,False,6,审计成熟/头部流动性,1,aa70268e-4b52-42bf-a116-608b370f9501,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.304225+00:00
Aave,Ethereum,USDS,2.150749801279714,,2.13123,6.0695989698992925,17295714.0,,,48.15019656765418,79959017.6,75961066.72,17292204.637315135,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.304333+00:00
Aave,Ethereum,DAI,7.44435985313089,,9.71451,10.818021816064654,6958736.0,,,93.20501177609314,199962674.0,179966406.6,7958345.145723869,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.304469+00:00
Aave,Ethereum,PYUSD,3.8774825241953756,,3.79276,4.983230995505685,3948599.0,,,86.91847737172623,499943995.0,299966397.0,3898575.9518816806,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.304589+00:00
Aave,Ethereum,USDT,13.426339441364041,,12.59553,15.025477525957983,68862.0,,,99.99859942288536,9502475700.0,8802293280.0,26323.639315170818,True,False,False,6,审计成熟/头部流动性,1,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.306751+00:00
Aave,Base,USDC,3.5496150495685677,,3.48602,4.500391637360229,20580968.0,,,88.04115071228655,685101427.128,484930227.9,20537411.956583664,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.304310+00:00
Aave,Arbitrum,USDC,11.692254130941295,,3.2898,13.28818934196472,300167.0,,,98.47644809357244,512220593.5,386840030.5,2266858.5794284684,True,False,False,6,审计成熟/头部流动性,2,7aab7b0f-01c1-4467-bc0d-77826d870f19,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.305513+00:00
Aave,Arbitrum,DAI,12.766715319572059,,12.01353,18.788224971097776,215812.0,,,93.05405139032871,9813465.03215,7479830.04641,215737.49909902556,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-24T12:01:07.305751+00:00
Spark,Ethereum,USDT,3.0,,3.0,,991159828.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-04-24T12:01:07.304126+00:00
Spark,Ethereum,USDC,3.65,,3.65,,481641168.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-04-24T12:01:07.304138+00:00
