symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,78247.0,1566468105588.0,0.6766844238521811
ETH,Ethereum,2328.95,281080321265.0,-0.04097849555222268
USDT,Tether,1.0,189683524648.0,-0.010960991318547024
XRP,XRP,1.44,88547694688.0,1.5037566207110502
BNB,BNB,638.01,85994313942.0,0.6355906780967033
USDC,USDC,0.999772,77883979391.0,0.00029139769652749393
SOL,Solana,86.16,49582326689.0,0.3794915250911312
TRX,TRON,0.327839,31072883953.0,-0.025315230415959733
FIGR_HELOC,Figure Heloc,1.031,17567778771.0,-0.4595309404212213
DOGE,Dogecoin,0.098224,15122699141.0,2.0580030627423063
