asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.6,3.6,,6167484348.0,DefiLlama API
USDC,maple,Ethereum,4.70259,4.70259,0.0,3225385068.0,DefiLlama API
USYC,circle-usyc,BSC,3.24368,3.24368,,2982685328.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.60988,3.60988,,1724548979.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1106093928.0,DefiLlama API
USDT,maple,Ethereum,4.30896,4.30896,0.0,955231270.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.03703,3.03703,,867165180.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.57728,3.57728,,829740867.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.23615,3.23615,,821670547.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.34856,3.34856,,762013494.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.54617,3.54617,,573600016.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,525902466.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.65139,,2.65139,507299102.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.5464,3.5464,,444221003.0,DefiLlama API
GTUSDCP,morpho-blue,Base,5.56077,5.56077,0.0,425126006.0,DefiLlama API
USDC,jupiter-lend,Solana,4.55336,3.81062,0.74274,408903474.0,DefiLlama API
USDC,centrifuge-protocol,Ethereum,3.27739,3.27739,,374044278.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.6,3.6,,359580242.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.8,7.8,,290835054.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.79821,2.79821,0.0,287063501.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.06312,1.66312,3.4,287063486.0,DefiLlama API
USDD,justlend,Tron,4.04281,0.00108,4.04174,276639985.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.14182,4.14182,0.0,261991390.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.27739,3.27739,,259412156.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,256893201.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,219110059.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.74583,1.74238,4.00345,217940154.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,14.07669,14.07669,,195550006.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181254643.0,DefiLlama API
REUSD,re,Ethereum,7.02728,7.02728,,164198880.0,DefiLlama API
USD1,lista-lending,BSC,3.63245,3.63245,0.0,137612992.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137327519.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.50538,3.03427,2.47111,132999381.0,DefiLlama API
USCC,bitwise-uscc,Ethereum,3.02052,3.02052,,128701317.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,123817261.0,DefiLlama API
AUSD,accountable,Monad,6.86338,6.5475,0.31588,118381244.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.46,4.3,1.16,118340314.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.23615,3.23615,,110384184.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.45,4.16,1.29,106325840.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,6.19516,3.23654,2.95862,99447284.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.06888,4.06888,0.0,97105936.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,3.13394,2.57232,0.56162,91457881.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.18914,8.18914,,90312244.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.24368,3.24368,,87541184.0,DefiLlama API
USDT,venus-core-pool,BSC,1.94675,1.94675,0.0,86556305.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,2.41615,2.41615,0.0,86324200.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.99997,3.99997,0.0,85189086.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.16542,4.16542,0.0,84099239.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.0,12.0,0.0,81862075.0,DefiLlama API
USDT,justlend,Tron,1.05499,1.05499,0.0,80462524.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.14475,5.14475,,75016887.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.16542,2.634,2.53142,74465806.0,DefiLlama API
STCUSD,cap,Ethereum,5.06897,,,71331257.0,DefiLlama API
SDAI,sdai,Gnosis,4.15991,4.15991,,70859653.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,2.8456,2.10492,0.74068,69615494.0,DefiLlama API
GTUSDA,gauntlet,Base,4.53382,4.53382,,67475745.0,DefiLlama API
SFRAX,frax,Ethereum,1.24963,1.24963,,65102237.0,DefiLlama API
USDT0,fluid-lending,Plasma,5.63,5.14,0.49,63713616.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.80529,2.80529,,61103652.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,5.00351,,,58867335.0,DefiLlama API
STUSDT,stusdt,Tron,3.52698,,,58559613.0,DefiLlama API
U,lista-lending,BSC,1.57383,1.57383,0.0,57881947.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,6.44,,,57273119.0,DefiLlama API
SPARKUSDTBC,morpho-blue,Ethereum,4.55034,4.55034,0.0,56829177.0,DefiLlama API
ALPHAUSDCDELTAV2,morpho-blue,Ethereum,11.69635,11.40863,0.28772,52437152.0,DefiLlama API
USDC,centrifuge-protocol,Base,3.27739,3.27739,,50021753.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.29291,2.29291,,48501222.0,DefiLlama API
USDC,accountable,Monad,12.00197,11.6,0.40197,45187487.0,DefiLlama API
SUSDU,unitas,BSC,9.93597,9.93597,,43742048.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.57114,5.57114,,41974164.0,DefiLlama API
FEUSDC2,morpho-blue,Hyperliquid L1,9.69109,9.69109,0.0,40820041.0,DefiLlama API
USDT0,altura,Hyperliquid L1,17.50285,17.50285,0.0,39071199.0,DefiLlama API
CTDEFIUSDT,concrete,Ethereum,15.22029,15.22029,,38980697.0,DefiLlama API
USDC,ember-protocol,Ethereum,12.51626,12.51626,,37699553.0,DefiLlama API
USDC,fluid-lending,Arbitrum,4.98,4.98,,37513334.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,6.26054,6.26054,0.0,37034884.0,DefiLlama API
USDC,goldfinch,Ethereum,10.1233,10.1233,,36718629.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.07,,,36441702.0,DefiLlama API
VUSD,curvance,Monad,0.80027,0.0,0.80027,35829406.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.2422,3.2422,,35821148.0,DefiLlama API
USDC,fluid-lite,Ethereum,8.61,,,34820950.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.96227,4.96227,,34794359.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.73919,0.42094,4.31826,34751193.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,4.52,,,34234561.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,4.28693,4.28693,0.0,34031973.0,DefiLlama API
USDC,avantis,Base,9.95257,9.95257,,33840224.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.84945,3.84945,,33829620.0,DefiLlama API
USDC,dolomite,Ethereum,7.92347,3.07794,4.84553,32604177.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,4.9657,4.9657,0.0,32393359.0,DefiLlama API
PUSDC,morpho-blue,Base,4.94647,4.94647,0.0,32085933.0,DefiLlama API
USD3,3jane-lending,Ethereum,6.53957,6.53957,,30671928.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.09666,3.09666,,30599531.0,DefiLlama API
