rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,64558548308.36427,26.55206616,9394797150.147213,55163751158.21706
2,Coinbase Exchange,coinbase-exchange,1700798475.1427255,27.17020188,1700798475.1427255,0.0
3,Upbit,upbit,1210690946.7306712,33.42366237,1210690946.7306712,0.0
6,OKX,okx,29783390531.188507,36.50410475,2102085496.2326505,27681305034.955856
7,Bybit,bybit,16455947902.779123,16.38140377,2294905991.008047,14161041911.771076
8,Bitget,bitget,10859415493.016077,21.27085526,1190118962.2714727,9669296530.744604
9,Gate,gate,15562256028.928848,29.5694783,2329452828.8021317,13232803200.126717
10,KuCoin,kucoin,3806253781.363109,14.90639335,1308059260.2667809,2498194521.0963283
14,MEXC,mexc,15823636467.404839,26.94740211,1955663586.106303,13867972881.298536
22,HTX,htx,4055667129.4096327,22.11436281,1474947940.2667594,2580719189.1428733
