asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001167,0.425955,60.0,taoli,2026-04-20T12:01:11.577481+00:00
ETH,0.006078,2.21847,400.0,taoli,2026-04-20T12:01:11.577508+00:00
USDC,0.007012999999999999,2.559745,100000.0,taoli,2026-04-20T12:01:11.577312+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-20T12:01:11.577223+00:00
