symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,75180.0,1504987859248.0,-0.5734180495780474
ETH,Ethereum,2308.5,278612225202.0,-0.9511373590585173
USDT,Tether,1.0,187265176957.0,0.0018835018716607652
XRP,XRP,1.42,87143994008.0,-1.0044518080452556
BNB,BNB,625.75,84342252440.0,0.5036182898228243
USDC,USDC,0.999813,78207501167.0,0.0021557980313403695
SOL,Solana,85.06,48982620086.0,-0.6581140280828576
TRX,TRON,0.329284,31209084661.0,-0.18647360569820437
FIGR_HELOC,Figure Heloc,1.035,17465860329.0,
DOGE,Dogecoin,0.094463,14538642266.0,-0.09685791215981675
