asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,5739391586.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.0994,4.0994,,3167232737.0,DefiLlama API
USDC,maple,Ethereum,4.79837,4.79837,0.0,2973628685.0,DefiLlama API
USYC,circle-usyc,BSC,2.92395,2.92395,,2790104874.0,DefiLlama API
USDT,maple,Ethereum,4.66183,4.66183,0.0,1986103931.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56193,3.56193,,1119147533.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808093906.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.2037,3.2037,,732161116.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22085,3.22085,,559035056.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,534380710.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53102,3.53102,,527142729.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.22085,3.22085,,508122775.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.2528,,3.2528,504485122.0,DefiLlama API
USDC,jupiter-lend,Solana,4.52185,3.36523,1.15662,406565493.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357536574.0,DefiLlama API
USDD,justlend,Tron,4.6088,0.00109,4.60771,308001119.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.15,7.15,,259248662.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,243889180.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180128064.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,177385808.0,DefiLlama API
USDC,fluid-lending,Ethereum,7.43,6.18,1.25,161603908.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,152227748.0,DefiLlama API
USDT,justlend,Tron,1.08976,1.08976,0.0,147007555.0,DefiLlama API
USD1,lista-lending,BSC,0.93168,0.93168,0.0,138560965.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.07697,3.07697,,127602384.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124970838.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123847274.0,DefiLlama API
USDT,fluid-lending,Ethereum,7.96,6.22,1.74,116430580.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53091,3.53091,,111273717.0,DefiLlama API
USYC,circle-usyc,Ethereum,2.92395,2.92395,,110330708.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,108366212.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.1705,3.1705,,106013390.0,DefiLlama API
USDT,venus-core-pool,BSC,2.02051,2.02051,0.0,91182597.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,7.50859,7.50859,,87390937.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.67399,2.14257,2.53142,86283872.0,DefiLlama API
STCUSD,cap,Ethereum,7.43127,,,82222731.0,DefiLlama API
SDAI,sdai,Gnosis,4.52506,,,80471494.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,7.33175,7.33175,,76621436.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.27982,3.27982,,76257817.0,DefiLlama API
GTUSDA,gauntlet,Base,4.55616,4.55616,,73779772.0,DefiLlama API
U,lista-lending,BSC,0.40026,0.40026,0.0,69350268.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.0881,11.0881,,65627257.0,DefiLlama API
STUSDT,stusdt,Tron,3.60221,,,62585983.0,DefiLlama API
USCC,superstate-uscc,Solana,3.07697,3.07697,,59843149.0,DefiLlama API
USDC,avantis,Base,12.25675,12.25675,,55369045.0,DefiLlama API
PLASMAUSD,veda,Plasma,2.90046,2.90046,,51518689.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.0,12.0,0.0,51363837.0,DefiLlama API
SUSDU,unitas,Solana,10.24564,10.24564,,46074356.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,1.60759,1.60759,,45958857.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,3.18848,3.18848,,45806976.0,DefiLlama API
SIUSD,infinifi,Ethereum,6.95785,6.95785,,43055385.0,DefiLlama API
SUSDAT,saturn,Ethereum,9.4575,9.4575,,42312705.0,DefiLlama API
EARNAUSD,upshift,Monad,11.15625,6.14355,5.0127,39962858.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06459,10.06459,,37246141.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.03,,,37055936.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24571,3.24571,,36724981.0,DefiLlama API
YUSD,aegis,Ethereum,3.41,,,34227489.0,DefiLlama API
USDX,clearpool-lending,Flare,3.49874,3.49874,0.0,33615354.0,DefiLlama API
PYUSD,euler-v2,Ethereum,7.68595,3.08595,4.6,33607109.0,DefiLlama API
USDSUSDC,raydium-amm,Solana,0.73,0.73,0.0,31749587.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.89944,3.89944,,31546967.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,4.26,,,31470915.0,DefiLlama API
CRVUSD,curve-llamalend,Ethereum,1.18313,0.2998,0.88333,30480927.0,DefiLlama API
USDC,venus-core-pool,BSC,2.24147,2.24147,0.0,30241725.0,DefiLlama API
