month,volume_usd,volume_usd_billion
2025-10,647394259.4481999,0.6473942594481998
2025-11,319175749.1373,0.3191757491373
2025-12,302779799.3992,0.3027797993992
2026-01,320510109.95849997,0.3205101099585
