symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,77150.0,1544529862260.0,1.1215233333016976
ETH,Ethereum,2313.59,279172089876.0,1.6113497522844502
USDT,Tether,0.999843,189667218413.0,-0.00218822709617817
XRP,XRP,1.38,85244945693.0,0.01981337242562831
BNB,BNB,623.26,84011031295.0,0.10863481746839795
USDC,USDC,0.999818,77496924950.0,-0.0021773820774540647
SOL,Solana,84.15,48421702420.0,0.7740991768572996
TRX,TRON,0.323364,30648338827.0,-0.14506209392680028
FIGR_HELOC,Figure Heloc,1.033,17750375752.0,0.2668646720106157
DOGE,Dogecoin,0.107087,16496681504.0,8.502913168949803
