asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001158,0.42267,60.0,taoli,2026-04-29T12:45:00.856528+00:00
ETH,0.007215000000000001,2.6334750000000002,400.0,taoli,2026-04-29T12:45:00.856605+00:00
USDC,0.007948,2.9010200000000004,100000.0,taoli,2026-04-29T12:45:00.856017+00:00
USDT,0.00833,3.04045,100000.0,taoli,2026-04-29T12:45:00.855750+00:00
