asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5431497317.0,DefiLlama API
USYC,circle-usyc,BSC,3.35165,3.35165,,2792275213.0,DefiLlama API
USDC,maple,Ethereum,4.94917,4.94917,0.0,2669675008.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.37156,5.37156,,2137613955.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56242,3.56242,,1120330858.0,DefiLlama API
USDT,maple,Ethereum,4.61429,4.61429,0.0,954655512.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.53765,3.53765,,810780102.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808789309.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22134,3.22134,,559054956.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,532431772.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.22134,3.22134,,508658511.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.22493,,3.22493,505767168.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.03386,4.03386,0.0,471907527.0,DefiLlama API
USDC,jupiter-lend,Solana,4.15138,3.04533,1.10606,425374078.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357919438.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.03368,4.03368,0.0,354564439.0,DefiLlama API
USDD,justlend,Tron,3.9973,0.00047,3.99683,321523632.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.09,7.09,,266643494.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,241749720.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.94709,1.46453,4.48256,232730733.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,3.02324,2.51267,0.51057,232730681.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53155,3.53155,,231552703.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.55,3.49,1.06,191172670.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53136,3.53136,,189023786.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180288560.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.44952,3.0094,0.44012,154262453.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.99303,3.0061,0.98692,141579200.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.55606,3.23667,0.31939,141021707.0,DefiLlama API
USD1,lista-lending,BSC,0.7733,0.7733,0.0,138510910.0,DefiLlama API
USDT,justlend,Tron,1.38529,1.38529,0.0,129871227.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.43491,1.73491,3.7,129445306.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.73432,1.73432,0.0,129445286.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.30364,4.30364,,126609866.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124972090.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123953851.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,3.56811,3.23587,0.33224,120985776.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.47,3.8,1.67,120629782.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,116605980.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,110714196.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.35165,3.35165,,109386371.0,DefiLlama API
STCUSD,cap,Ethereum,4.88859,,,102658998.0,DefiLlama API
USDT,venus-core-pool,BSC,1.94329,1.94329,0.0,95854172.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,3.37839,3.0557,0.32268,92024989.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.22702,2.69559,2.53142,90381228.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,5.76334,5.76334,,84253595.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.32151,3.32151,,79877123.0,DefiLlama API
SDAI,sdai,Gnosis,4.39638,,,76862861.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,9.54171,9.54171,,76275974.0,DefiLlama API
U,lista-lending,BSC,0.34924,0.34924,0.0,69318394.0,DefiLlama API
GTUSDA,gauntlet,Base,4.80095,4.80095,,68064453.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,7.83548,7.83548,,65174266.0,DefiLlama API
GTUSDT,morpho-blue,Katana,2.19731,1.81052,0.38679,64165384.0,DefiLlama API
STUSDT,stusdt,Tron,3.58897,,,61012606.0,DefiLlama API
MSUSD,mainstreet,Ethereum,11.99648,11.99648,0.0,60881742.0,DefiLlama API
USCC,superstate-uscc,Solana,4.30364,4.30364,,58711609.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.42566,2.59329,3.83237,57786677.0,DefiLlama API
SUSDAT,saturn,Ethereum,3.90456,3.90456,,56586584.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,4.18537,4.18537,,53892630.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,6.19954,2.79954,3.4,50213979.0,DefiLlama API
SENPYUSDCORE,morpho-blue,Ethereum,3.20688,2.69629,0.51059,50154502.0,DefiLlama API
SENPYUSDCOREV2,morpho-blue,Ethereum,3.09611,2.58561,0.5105,50138667.0,DefiLlama API
USDC,avantis,Base,8.8481,8.8481,,49312779.0,DefiLlama API
VBSHUSDC,morpho-blue,Ethereum,3.23553,3.23553,0.0,47379117.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,1.53303,1.53303,,47283427.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,4.05797,4.029,0.02897,46399338.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.9844,0.387,4.5974,46155142.0,DefiLlama API
SUSDU,unitas,Solana,10.1321,10.1321,,45266711.0,DefiLlama API
STEAKUSDC,morpho-blue,Katana,1.72481,1.24578,0.47904,42982730.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.83746,3.68192,0.15554,42859440.0,DefiLlama API
RLUSD,euler-v2,Ethereum,5.85121,1.97523,3.87598,42665534.0,DefiLlama API
USDT,venus-flux,BSC,5.21,5.21,0.0,42411406.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.58567,5.58567,,42322928.0,DefiLlama API
SUSDU,unitas,BSC,9.92513,9.92513,,40039866.0,DefiLlama API
USDC,venus-core-pool,BSC,1.555,1.555,0.0,37901919.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.51917,4.51917,,37270751.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06441,10.06441,,37250659.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.03,,,36915581.0,DefiLlama API
USDC,fluid-lending,Arbitrum,5.52,4.62,0.9,36110969.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,3.63,,,34910470.0,DefiLlama API
EARNAUSD,upshift,Monad,8.07244,5.79172,2.28072,34193847.0,DefiLlama API
YUSD,aegis,Ethereum,3.38,,,34168999.0,DefiLlama API
USDC,euler-v2,Ethereum,4.15022,4.15022,,33399156.0,DefiLlama API
