asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-04-21T14:00:00+00:00,75899.98,76595.3,75625.28,75675.05
BTC,BTCUSDT,2026-04-21T15:00:00+00:00,75675.04,75979.78,75430.62,75834.65
BTC,BTCUSDT,2026-04-21T16:00:00+00:00,75834.66,76190.72,75760.0,75781.18
BTC,BTCUSDT,2026-04-21T17:00:00+00:00,75781.19,75912.98,75052.64,75545.62
BTC,BTCUSDT,2026-04-21T18:00:00+00:00,75545.62,75668.24,75310.88,75610.21
BTC,BTCUSDT,2026-04-21T19:00:00+00:00,75610.21,75919.5,74821.57,75023.43
BTC,BTCUSDT,2026-04-21T20:00:00+00:00,75023.43,75859.56,74967.58,75698.51
BTC,BTCUSDT,2026-04-21T21:00:00+00:00,75698.51,75777.38,75431.62,75549.99
BTC,BTCUSDT,2026-04-21T22:00:00+00:00,75549.99,75650.04,75302.01,75650.04
BTC,BTCUSDT,2026-04-21T23:00:00+00:00,75650.03,76425.37,75622.0,76336.15
BTC,BTCUSDT,2026-04-22T00:00:00+00:00,76336.14,76500.0,76220.4,76370.45
BTC,BTCUSDT,2026-04-22T01:00:00+00:00,76370.46,76416.24,76132.95,76297.99
BTC,BTCUSDT,2026-04-22T02:00:00+00:00,76297.99,77645.35,76223.9,77604.71
BTC,BTCUSDT,2026-04-22T03:00:00+00:00,77604.7,77733.11,77397.88,77521.48
BTC,BTCUSDT,2026-04-22T04:00:00+00:00,77521.47,77700.0,77364.25,77523.0
BTC,BTCUSDT,2026-04-22T05:00:00+00:00,77523.01,78452.18,77450.0,77994.93
BTC,BTCUSDT,2026-04-22T06:00:00+00:00,77994.92,78042.84,77900.0,78010.72
BTC,BTCUSDT,2026-04-22T07:00:00+00:00,78010.73,78111.0,77825.0,78012.79
BTC,BTCUSDT,2026-04-22T08:00:00+00:00,78012.78,78219.41,77941.59,78010.92
BTC,BTCUSDT,2026-04-22T09:00:00+00:00,78010.92,78184.7,77956.76,78001.95
BTC,BTCUSDT,2026-04-22T10:00:00+00:00,78001.96,78180.0,77951.17,78157.41
BTC,BTCUSDT,2026-04-22T11:00:00+00:00,78157.41,78399.0,78102.0,78300.0
BTC,BTCUSDT,2026-04-22T12:00:00+00:00,78300.0,78314.47,78244.86,78250.82
ETH,ETHUSDT,2026-04-21T14:00:00+00:00,2312.77,2327.5,2295.0,2299.35
ETH,ETHUSDT,2026-04-21T15:00:00+00:00,2299.35,2310.72,2290.35,2310.24
ETH,ETHUSDT,2026-04-21T16:00:00+00:00,2310.25,2324.73,2306.51,2307.45
ETH,ETHUSDT,2026-04-21T17:00:00+00:00,2307.44,2319.61,2284.19,2306.21
ETH,ETHUSDT,2026-04-21T18:00:00+00:00,2306.2,2313.33,2300.29,2312.72
ETH,ETHUSDT,2026-04-21T19:00:00+00:00,2312.72,2332.0,2287.3,2298.41
ETH,ETHUSDT,2026-04-21T20:00:00+00:00,2298.42,2325.88,2296.04,2314.56
ETH,ETHUSDT,2026-04-21T21:00:00+00:00,2314.55,2318.0,2309.41,2312.56
ETH,ETHUSDT,2026-04-21T22:00:00+00:00,2312.56,2316.76,2301.9,2311.35
ETH,ETHUSDT,2026-04-21T23:00:00+00:00,2311.35,2329.47,2310.92,2327.14
ETH,ETHUSDT,2026-04-22T00:00:00+00:00,2327.15,2330.82,2322.62,2325.58
ETH,ETHUSDT,2026-04-22T01:00:00+00:00,2325.57,2328.73,2312.95,2322.37
ETH,ETHUSDT,2026-04-22T02:00:00+00:00,2322.37,2375.23,2320.22,2370.34
ETH,ETHUSDT,2026-04-22T03:00:00+00:00,2370.35,2379.66,2358.49,2363.62
ETH,ETHUSDT,2026-04-22T04:00:00+00:00,2363.63,2369.54,2358.41,2363.81
ETH,ETHUSDT,2026-04-22T05:00:00+00:00,2363.82,2413.83,2361.85,2396.81
ETH,ETHUSDT,2026-04-22T06:00:00+00:00,2396.81,2397.06,2389.44,2393.37
ETH,ETHUSDT,2026-04-22T07:00:00+00:00,2393.38,2397.62,2383.33,2389.97
ETH,ETHUSDT,2026-04-22T08:00:00+00:00,2389.98,2393.91,2383.0,2388.22
ETH,ETHUSDT,2026-04-22T09:00:00+00:00,2388.22,2394.27,2385.0,2387.51
ETH,ETHUSDT,2026-04-22T10:00:00+00:00,2387.52,2393.68,2385.15,2390.2
ETH,ETHUSDT,2026-04-22T11:00:00+00:00,2390.21,2400.78,2386.51,2398.44
ETH,ETHUSDT,2026-04-22T12:00:00+00:00,2398.44,2399.28,2396.47,2396.48
