symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,77327.0,1548662974673.0,0.206198721007425
ETH,Ethereum,2127.62,256669790191.0,0.6425311018949579
USDT,Tether,0.998846,189633372545.0,-0.014886384530343034
BNB,BNB,657.06,88524316177.0,1.4480193898577414
XRP,XRP,1.36,84031863107.0,-0.36239130245871976
USDC,USDC,0.999688,76911516416.0,-0.005040742504490971
SOL,Solana,87.14,50357504732.0,1.7987865805814296
TRX,TRON,0.364481,34558279210.0,0.9953022538143523
FIGR_HELOC,Figure Heloc,1.026,18456950376.0,-0.891529886684423
DOGE,Dogecoin,0.106189,16383088265.0,1.8677592513904613
