asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,3.65,,6112189688.0,DefiLlama API
USDC,maple,Ethereum,4.79533,4.79533,0.0,3299506598.0,DefiLlama API
USYC,circle-usyc,BSC,3.1455,3.1455,,2862867983.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.7604,3.7604,,1785349783.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,993478758.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.56591,3.56591,,963917660.0,DefiLlama API
USDT,maple,Ethereum,4.22435,4.22435,0.0,915140153.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.4906,3.4906,,912726334.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.27867,3.27867,,798672496.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.45971,3.45971,,624812315.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.45952,3.45952,,602869756.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.14971,3.14971,,581096288.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.64352,,3.64352,505966613.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.20915,4.20915,0.0,466102928.0,DefiLlama API
USDC,jupiter-lend,Solana,5.24906,4.1329,1.11617,435552981.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.20962,4.20962,0.0,371915884.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,3.65,,358696773.0,DefiLlama API
USDD,justlend,Tron,3.95734,0.00052,3.95682,305365274.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.07,7.07,,299417619.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,3.88111,3.88111,0.0,261380335.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.60556,1.87335,3.73221,261380332.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.71791,3.71791,,258782981.0,DefiLlama API
