asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001119,0.40843499999999994,100.0,taoli,2026-05-22T12:01:58.085051+00:00
ETH,0.0063089999999999995,2.302785,2000.0,taoli,2026-05-22T12:01:58.085094+00:00
USDC,0.010985,4.009525,500000.0,taoli,2026-05-22T12:01:58.084238+00:00
USDT,0.009105,3.323325,500000.0,taoli,2026-05-22T12:01:58.084105+00:00
