month,total_tvl_usd,ethereum_tvl_usd,solana_tvl_usd,bsc_tvl_usd,bitcoin_tvl_usd,base_tvl_usd,others_tvl_usd,ethereum_share_pct,solana_share_pct,bsc_share_pct,bitcoin_share_pct,base_share_pct,others_share_pct
2026-02,93053344619.0,53013799353.0,6444322609.0,5541096125.0,4328333250.0,3819719785.0,19906073497.0,56.97140663783882,6.925406749629258,5.954752242047404,4.651453709398667,4.104871029235498,21.39210963185035
