rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,88683807718.9088,47.24111079,14371785605.98659,74312022112.92221
2,Coinbase Exchange,coinbase-exchange,2842957695.995127,64.48197666,2842957695.995127,0.0
3,Upbit,upbit,1671538675.7469087,33.95093886,1671538675.7469087,0.0
6,OKX,okx,32028070971.516758,30.79446805,2331385017.7793465,29735463301.042103
7,Bybit,bybit,23543885486.70037,36.69603167,2896045790.966844,20647839695.733524
8,Bitget,bitget,12731315653.196793,19.71739998,1180802142.6643577,11550513510.532434
9,Gate,gate,24735004177.907272,35.10967088,2700975557.1227884,22034028620.784485
10,KuCoin,kucoin,24678193782.496155,19.28207856,2755026906.15719,21923166876.338966
14,MEXC,mexc,18504490668.450996,36.22273436,3760293051.452818,14744197616.998178
21,HTX,htx,4839495444.78197,19.94412706,1319632466.1077707,3519862978.674199
