asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,67478.12,66250.11,70096.0,65259.21,1.854,45.875673742295945,偏强震荡
ETH,ETHUSDT,1972.95,1943.6,2090.0,1921.7,1.51,30.451574569221634,偏强震荡
