asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.6,3.6,,4736192004.0,DefiLlama API
USDC,maple,Ethereum,4.86112,4.86112,0.0,3441166801.0,DefiLlama API
USYC,circle-usyc,BSC,3.369,3.369,,2911421490.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.96748,3.96748,,1562997290.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107776718.0,DefiLlama API
USDT,maple,Ethereum,4.06014,4.06014,0.0,1000415342.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.52913,3.52913,,903046066.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.30071,3.30071,,868329821.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.55997,3.55997,,827033975.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.21893,3.21893,,821868482.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.61582,3.61582,,668130449.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.52887,3.52887,,635876769.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,532371008.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.17244,,2.17244,506969743.0,DefiLlama API
USDC,jupiter-lend,Solana,4.14006,3.43761,0.70245,432750933.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.40718,4.40718,0.0,426788416.0,DefiLlama API
USDD,justlend-v1,Tron,4.27433,0.00071,4.27362,412415293.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.47032,4.47032,0.0,373588912.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,3.38274,3.38274,,372643819.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.6,3.6,,360572736.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,4.83123,1.86409,2.96714,328890847.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.26,7.26,,324477569.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,6.07619,2.48947,3.58672,268777028.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.38274,3.38274,,260195413.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257556096.0,DefiLlama API
USDS,sky-lending,Ethereum,6.49188,,6.49188,248407862.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.21893,3.21893,,245751375.0,DefiLlama API
USDG,maple,Ethereum,5.03561,5.03561,0.0,220031695.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,215026275.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.51223,2.51284,2.99939,187392186.0,DefiLlama API
STUSDS,sky-lending,Ethereum,6.99,6.99,,182195550.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181470384.0,DefiLlama API
REUSD,re,Ethereum,6.17249,6.17249,,158122735.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.31317,8.31317,,153581013.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,13.77142,13.77142,,152142433.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.03,4.03,,144109603.0,DefiLlama API
USD1,lista-lending,BSC,0.60177,0.60177,0.0,137858896.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137338867.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.96,4.96,,135146421.0,DefiLlama API
